BOTTLE,20030224WHPSIOdm
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20030224
#original HYD file: p14chy.txt   Fri Feb 21 12:53:13 2003
#original SUM file: p14csu.txt   Mon Feb 24 14:35:52 2003
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,NEON,NEON_FLAG_W,C14ERR,HELIER,DELHER,NEONER,THETA,TRITER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,NMOL/KG,,/MILLE,NMOL/KG,PERCNT,NMOL/KG,DEG C,TU
     316N138_7,  P14C,    18,  1,     28,     28,2,19920904,1633,-29.5717, 176.0817, 4277,   2658.2,   1.9360,  34.6690,2,  34.6676,2,    154.5,2,    154.8,2,   123.07,2,    34.94,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -195.9,2,     0.23,2,-999.000,9,     3.6,-999.0000,-999.000,-999.000,  1.7423,-999.000
     316N138_7,  P14C,    18,  1,     29,     29,2,19920904,1633,-29.5717, 176.0817, 4277,   2858.2,   1.8856,  34.6747,2,  34.6733,2,    154.9,2,    155.0,2,   124.48,2,    34.98,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -196.6,2,     0.28,2,-999.000,9,     5.0,-999.0000,-999.000,-999.000,  1.6741,-999.000
     316N138_7,  P14C,    18,  1,     30,     30,2,19920904,1633,-29.5717, 176.0817, 4277,   3059.9,   1.8572,  34.6778,2,  34.6769,2,    156.0,2,    155.8,2,   125.48,2,    34.96,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -203.4,2,     0.26,2,-999.000,9,     3.7,-999.0000,-999.000,-999.000,  1.6267,-999.000
     316N138_7,  P14C,    18,  1,     31,     31,2,19920904,1633,-29.5717, 176.0817, 4277,   3259.5,   1.8490,  34.6796,2,  34.6796,2,    155.8,2,    155.7,2,   125.85,2,    34.95,2,     0.00,2,     2.44,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -208.1,2,     0.24,2,-999.000,9,     2.4,-999.0000,-999.000,-999.000,  1.5988,-999.000
     316N138_7,  P14C,    18,  1,     32,     32,9,19920904,1633,-29.5717, 176.0817, 4277,   3461.1,   1.8519,  34.6813,2,-999.0000,9,    156.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5810,-999.000
     316N138_7,  P14C,    18,  1,     33,     33,2,19920904,1633,-29.5717, 176.0817, 4277,   3668.6,   1.8613,  34.6824,2,  34.6795,2,    156.4,2,    156.2,2,   127.27,2,    34.90,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -215.4,6,     0.10,3,-999.000,9,     4.5,-999.0000,-999.000,-999.000,  1.5683,-999.000
     316N138_7,  P14C,    18,  1,     34,     34,2,19920904,1633,-29.5717, 176.0817, 4277,   3874.9,   1.8727,  34.6829,2,  34.6816,2,    156.8,2,    156.2,2,   127.22,2,    34.89,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -211.5,2,     0.26,2,-999.000,9,     2.7,-999.0000,-999.000,-999.000,  1.5571,-999.000
     316N138_7,  P14C,    18,  1,     35,     35,2,19920904,1633,-29.5717, 176.0817, 4277,   4078.8,   1.8923,  34.6833,2,  34.6824,2,    155.9,2,    156.0,2,   127.17,2,    34.88,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -212.7,2,     0.20,2,-999.000,9,     2.7,-999.0000,-999.000,-999.000,  1.5536,-999.000
     316N138_7,  P14C,    18,  1,     37,     37,2,19920904,1633,-29.5717, 176.0817, 4277,   4333.3,   1.9121,  34.6831,2,  34.6836,2,    155.4,2,    156.2,2,   127.54,2,    34.87,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -209.5,2,     0.24,2,-999.000,9,     2.7,-999.0000,-999.000,-999.000,  1.5438,-999.000
     316N138_7,  P14C,    19,  1,      5,      5,2,19920904,2158,-29.1400, 176.1533, 3386,      2.9,  18.2371,  35.6674,2,  35.6672,2,    236.1,2,    232.6,2,     1.64,2,     0.45,2,     0.08,2,     0.19,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 18.2366,-999.000
     316N138_7,  P14C,    19,  1,      6,      6,2,19920904,2158,-29.1400, 176.1533, 3386,     14.9,  18.1481,  35.6705,2,  35.6720,2,    237.5,2,    232.8,2,     1.62,2,     0.45,2,     0.08,2,     0.16,2,    2.378,2,    1.228,2,    0.826,2,   1.8100,2,    -1.38,2,   -999.0,9,  -999.00,9,   7.384,2,  -999.0,  0.0070,   0.110,   0.037, 18.1456,   0.007
     316N138_7,  P14C,    19,  1,      7,      7,2,19920904,2158,-29.1400, 176.1533, 3386,     55.1,  17.9563,  35.6706,2,  35.6717,2,    232.1,2,    231.2,2,     1.60,2,     0.74,2,     0.10,2,     0.18,2,    2.362,2,    1.230,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 17.9469,-999.000
     316N138_7,  P14C,    19,  1,      8,      8,2,19920904,2158,-29.1400, 176.1533, 3386,    105.6,  17.9436,  35.6775,2,  35.6772,2,    227.3,2,    228.9,2,     1.39,2,     0.82,2,     0.14,2,     0.19,2,    2.350,2,    1.258,2,    0.807,2,   1.8050,2,    -1.28,2,   -999.0,9,  -999.00,9,   7.345,2,  -999.0,  0.0070,   0.110,   0.037, 17.9255,   0.007
     316N138_7,  P14C,    19,  1,      9,      9,2,19920904,2158,-29.1400, 176.1533, 3386,    155.1,  17.7963,  35.6643,2,  35.6639,2,    226.6,2,    225.5,2,     1.37,2,     1.24,2,     0.25,2,     0.23,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 17.7698,-999.000
     316N138_7,  P14C,    19,  1,     10,     10,2,19920904,2158,-29.1400, 176.1533, 3386,    205.0,  16.7692,  35.5217,2,  35.5272,2,    201.8,2,    201.6,2,     2.34,2,     4.88,2,     0.02,2,     0.45,2,    2.173,2,    1.129,2,    0.733,2,   1.8290,2,    -0.29,2,   -999.0,9,  -999.00,9,   7.496,2,  -999.0,  0.0070,   0.110,   0.037, 16.7355,   0.007
     316N138_7,  P14C,    19,  1,     40,     40,2,19920904,2158,-29.1400, 176.1533, 3386,    256.0,  15.9376,  35.4449,2,  35.4440,2,    197.2,2,    197.9,2,     2.72,2,     6.59,2,     0.01,2,     0.57,2,    2.156,2,    1.092,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.8969,-999.000
     316N138_7,  P14C,    19,  1,     12,     12,2,19920904,2158,-29.1400, 176.1533, 3386,    305.4,  14.7864,  35.3327,2,  35.3364,2,    195.3,2,    197.1,2,     3.49,2,     8.47,2,     0.01,2,     0.69,2,    2.078,2,    1.083,2,    0.599,2,   1.8350,2,     0.10,2,   -999.0,9,  -999.00,9,   7.601,2,  -999.0,  0.0080,   0.110,   0.038, 14.7403,   0.006
     316N138_7,  P14C,    19,  1,     13,     13,2,19920904,2158,-29.1400, 176.1533, 3386,    356.3,  13.8281,  35.2154,2,  35.2155,2,    190.6,2,    190.1,2,     4.46,2,    10.83,2,     0.01,2,     0.83,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 13.7766,-999.000
     316N138_7,  P14C,    19,  1,     14,     14,2,19920904,2158,-29.1400, 176.1533, 3386,    406.5,  12.6283,  35.0855,2,  35.0739,2,    193.6,2,    191.6,2,     5.63,2,    13.23,2,     0.00,2,     0.99,2,    1.643,2,    0.840,2,    0.506,2,   1.8450,2,     0.63,2,   -999.0,9,  -999.00,9,   7.731,2,  -999.0,  0.0080,   0.110,   0.039, 12.5730,   0.004
     316N138_7,  P14C,    19,  1,     15,     15,2,19920904,2158,-29.1400, 176.1533, 3386,    456.7,  11.3702,  34.9332,2,  34.9331,2,    192.9,2,    191.6,2,     6.79,2,    15.72,2,     0.00,2,     1.13,2,    1.403,2,    0.694,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 11.3121,-999.000
     316N138_7,  P14C,    19,  1,     16,     16,2,19920904,2158,-29.1400, 176.1533, 3386,    506.3,  10.1015,  34.7637,2,  34.7647,2,    195.5,2,    195.3,2,     6.97,2,    17.87,2,     0.00,2,     1.23,2,    1.169,2,    0.582,2,    0.330,2,   1.8840,2,     1.33,2,   -999.0,9,  -999.00,9,   7.985,2,  -999.0,  0.0080,   0.110,   0.040, 10.0416,   0.003
     316N138_7,  P14C,    19,  1,     17,     17,2,19920904,2158,-29.1400, 176.1533, 3386,    607.1,   8.5369,  34.6037,2,  34.6019,2,    198.0,2,    201.0,2,    10.51,2,    21.32,2,     0.00,2,     1.49,2,    0.814,2,    0.422,2,    0.228,2,   1.8640,2,     1.44,2,   -999.0,9,  -999.00,9,   7.956,2,  -999.0,  0.0080,   0.110,   0.040,  8.4718,   0.003
     316N138_7,  P14C,    19,  1,     18,     18,2,19920904,2158,-29.1400, 176.1533, 3386,    708.9,   7.4031,  34.4935,2,  34.4949,2,    203.1,2,    204.6,2,    13.46,2,    23.68,2,     0.00,2,     1.65,2,    0.481,2,    0.251,2,    0.151,2,   1.8770,2,     1.48,2,   -999.0,9,  -999.00,9,   8.070,2,  -999.0,  0.0080,   0.110,   0.040,  7.3326,   0.002
     316N138_7,  P14C,    19,  1,     19,     19,2,19920904,2158,-29.1400, 176.1533, 3386,    808.9,   6.5014,  34.4235,2,  34.4237,2,    206.6,2,    207.0,2,    17.78,2,    25.74,2,     0.00,2,     1.78,2,    0.312,2,    0.184,2,    0.107,2,   1.8150,2,     2.04,2,   -999.0,9,  -999.00,9,   7.821,2,  -999.0,  0.0070,   0.110,   0.039,  6.4261,   0.002
     316N138_7,  P14C,    19,  1,     20,     20,2,19920904,2158,-29.1400, 176.1533, 3386,    909.0,   5.7157,  34.3933,2,  34.3938,2,    200.3,2,    200.5,2,    25.07,2,    28.06,2,     0.00,2,     1.94,2,    0.164,2,    0.092,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.6358,-999.000
     316N138_7,  P14C,    19,  1,     21,     21,2,19920904,2158,-29.1400, 176.1533, 3386,   1010.3,   5.1507,  34.3882,2,  34.3878,2,    193.2,2,    193.5,2,    32.16,2,    29.73,2,     0.00,2,     2.06,2,    0.094,2,    0.057,2,    0.040,2,   1.9110,2,     4.66,2,   -999.0,9,  -999.00,9,   8.234,2,  -999.0,  0.0080,   0.110,   0.041,  5.0655,   0.002
     316N138_7,  P14C,    19,  1,     38,     38,2,19920904,2158,-29.1400, 176.1533, 3386,   1111.5,   4.4884,  34.4051,2,  34.4040,2,    183.8,2,    183.4,2,    44.00,2,    31.58,2,     0.00,2,     2.19,2,    0.046,2,    0.016,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  4.3994,-999.000
     316N138_7,  P14C,    19,  1,     23,     23,2,19920904,2158,-29.1400, 176.1533, 3386,   1212.7,   4.0785,  34.4325,2,  34.4317,2,    177.8,2,    176.9,2,    53.86,2,    32.63,2,     0.00,2,     2.27,2,    0.023,2,    0.014,2,    0.014,2,   1.9310,2,     9.16,2,   -999.0,9,  -999.00,9,   8.300,2,  -999.0,  0.0080,   0.110,   0.041,  3.9843,   0.002
     316N138_7,  P14C,    19,  1,     24,     24,2,19920904,2158,-29.1400, 176.1533, 3386,   1312.7,   3.5869,  34.4813,2,  34.4783,2,    170.6,2,    170.1,2,    67.31,2,    33.47,2,     0.00,2,     2.33,2,    0.012,2,    0.010,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.4887,-999.000
     316N138_7,  P14C,    19,  1,     25,     25,2,19920904,2158,-29.1400, 176.1533, 3386,   1414.5,   3.2767,  34.5240,2,  34.5195,2,    164.3,2,    164.8,2,    78.81,2,    33.95,2,     0.00,2,     2.37,2,    0.012,2,    0.009,2,    0.006,2,   1.9660,2,    14.91,2,   -999.0,9,  -999.00,9,   8.406,2,  -999.0,  0.0080,   0.110,   0.042,  3.1731,   0.002
     316N138_7,  P14C,    19,  1,     26,     26,2,19920904,2158,-29.1400, 176.1533, 3386,   1515.6,   2.9706,  34.5678,2,  34.5649,2,    160.3,2,    160.0,2,    90.97,2,    34.16,2,     0.00,2,     2.40,2,    0.015,4,    0.029,4, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.8618,-999.000
     316N138_7,  P14C,    19,  1,     27,     27,2,19920904,2158,-29.1400, 176.1533, 3386,   1617.5,   2.7801,  34.5914,2,  34.5878,2,    158.1,2,    158.0,2,    97.78,2,    34.37,2,     0.00,2,     2.41,2,    0.010,2,    0.000,2,    0.006,2,   1.9820,2,    18.15,2,   -999.0,9,  -999.00,9,   8.447,2,  -999.0,  0.0080,   0.110,   0.042,  2.6650,   0.002
     316N138_7,  P14C,    19,  1,     28,     28,2,19920904,2158,-29.1400, 176.1533, 3386,   1820.0,   2.4681,  34.6210,2,  34.6189,2,    154.7,2,    154.9,2,   107.46,2,    34.77,2,     0.00,2,     2.44,2,    0.003,2,    0.000,2,    0.009,2,   1.9920,2,    19.93,2,   -999.0,9,  -999.00,9,   8.474,2,  -999.0,  0.0080,   0.110,   0.042,  2.3400,   0.002
     316N138_7,  P14C,    19,  1,     29,     29,2,19920904,2158,-29.1400, 176.1533, 3386,   2021.7,   2.2677,  34.6373,2,  34.6364,2,    153.9,2,    153.9,2,   113.35,2,    34.94,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9,    0.005,2,   2.0060,2,    20.60,2,   -999.0,9,  -999.00,9,   8.511,2,  -999.0,  0.0080,   0.110,   0.043,  2.1254,   0.002
     316N138_7,  P14C,    19,  1,     30,     30,2,19920904,2158,-29.1400, 176.1533, 3386,   2225.1,   2.1362,  34.6497,2,  34.6487,2,    153.6,2,    153.8,2,   117.63,2,    35.15,2,     0.00,2,     2.47,2,    0.011,4,   -0.001,2,    0.004,2,   2.1320,2,    19.53,2,   -999.0,9,  -999.00,9,   8.963,2,  -999.0,  0.0090,   0.110,   0.045,  1.9782,   0.002
     316N138_7,  P14C,    19,  1,     31,     31,2,19920904,2158,-29.1400, 176.1533, 3386,   2429.3,   2.0352,  34.6584,2,  34.6601,2,    154.1,2,    156.0,3,   120.28,2,    35.15,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.8607,-999.000
     316N138_7,  P14C,    19,  1,     32,     32,2,19920904,2158,-29.1400, 176.1533, 3386,   2632.9,   1.9487,  34.6673,2,  34.6665,2,    155.0,2,    155.0,2,   122.33,2,    35.27,2,     0.00,2,     2.46,2,    0.000,2,    0.001,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.7571,-999.000
     316N138_7,  P14C,    19,  1,     33,     33,2,19920904,2158,-29.1400, 176.1533, 3386,   2835.9,   1.8921,  34.6732,2,  34.6731,2,    155.4,2,    155.1,2,   124.17,2,    35.27,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6825,-999.000
     316N138_7,  P14C,    19,  1,     34,     34,2,19920904,2158,-29.1400, 176.1533, 3386,   3039.3,   1.8669,  34.6765,2,  34.6753,2,    155.5,2,    155.5,2,   125.18,2,    35.21,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6382,-999.000
     316N138_7,  P14C,    19,  1,     35,     35,2,19920904,2158,-29.1400, 176.1533, 3386,   3241.6,   1.8528,  34.6790,2,  34.6784,2,    156.4,2,    155.6,2,   125.99,2,    35.29,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6043,-999.000
     316N138_7,  P14C,    19,  1,     37,     37,2,19920904,2158,-29.1400, 176.1533, 3386,   3441.9,   1.8524,  34.6811,2,  34.6796,2,    154.5,2,    156.0,2,   126.17,2,    35.29,2,     0.00,2,     2.47,2,    0.003,2,   -0.003,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5835,-999.000
     316N138_7,  P14C,    20,  1,      3,      3,4,19920905,0324,-28.7083, 176.2250, 4189,      1.6,  18.2890,  35.6847,2,  35.6849,2,    235.4,2,    234.5,2,     1.28,2,     0.28,2,     0.07,2,     0.15,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 18.2888,-999.000
     316N138_7,  P14C,    20,  1,      4,      4,4,19920905,0324,-28.7083, 176.2250, 4189,     16.7,  18.1768,  35.6857,2,  35.6837,2,    232.9,2,    233.7,2,     1.07,2,     0.30,2,     0.09,2,     0.15,2,    2.373,2,    1.246,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 18.1739,-999.000
     316N138_7,  P14C,    20,  1,      5,      5,4,19920905,0324,-28.7083, 176.2250, 4189,     56.5,  17.9996,  35.6843,2,  35.6835,2,    234.4,2,    233.1,2,     1.06,2,     0.31,2,     0.08,2,     0.15,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 17.9899,-999.000
     316N138_7,  P14C,    20,  1,      6,      6,4,19920905,0324,-28.7083, 176.2250, 4189,    105.2,  17.9003,  35.6801,2,  35.6806,2,    228.1,2,    228.9,2,     1.04,2,     0.76,2,     0.15,2,     0.20,2,    2.382,2,    1.243,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 17.8823,-999.000
     316N138_7,  P14C,    20,  1,      7,      7,4,19920905,0324,-28.7083, 176.2250, 4189,    155.1,  17.5945,  35.6229,2,  35.6362,2,    218.9,2,    219.1,2,     1.62,2,     2.19,2,     0.07,2,     0.28,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 17.5682,-999.000
     316N138_7,  P14C,    20,  1,      8,      8,4,19920905,0324,-28.7083, 176.2250, 4189,    205.0,  16.2163,  35.4639,2,  35.4653,2,    196.3,2,    196.2,2,     2.40,2,     6.41,2,     0.01,2,     0.55,2,    2.099,2,    1.072,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 16.1835,-999.000
     316N138_7,  P14C,    20,  1,      9,      9,4,19920905,0324,-28.7083, 176.2250, 4189,    254.9,  15.4456,  35.3907,2,  35.3881,2,    192.2,2,    193.3,2,     2.78,2,     7.80,2,     0.01,2,     0.64,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.4060,-999.000
     316N138_7,  P14C,    20,  1,     10,     10,4,19920905,0324,-28.7083, 176.2250, 4189,    304.2,  14.4064,  35.2888,2,  35.2885,2,    194.4,2,    194.6,2,     3.95,2,     9.40,2,     0.01,2,     0.74,2,    1.961,2,    1.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 14.3613,-999.000
     316N138_7,  P14C,    20,  1,     11,     11,4,19920905,0324,-28.7083, 176.2250, 4189,    352.6,  13.5439,  35.1840,2,  35.1855,2,    191.7,2,    191.6,2,     4.33,2,    10.93,2,     0.01,2,     0.83,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 13.4937,-999.000
     316N138_7,  P14C,    20,  1,     12,     12,4,19920905,0324,-28.7083, 176.2250, 4189,    403.0,  12.2032,  35.0388,2,  35.0453,2,    189.9,2,    191.2,2,     5.89,2,    13.66,2,     0.01,2,     1.00,2,    1.630,2,    0.817,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 12.1495,-999.000
     316N138_7,  P14C,    20,  1,      1,      1,4,19920905,0324,-28.7083, 176.2250, 4189,    501.9,  10.2735,  34.8023,2,  34.8025,2,    195.4,2,    194.2,2,     7.65,2,    17.62,2,     0.00,2,     1.25,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 10.2135,-999.000
     316N138_7,  P14C,    20,  1,     13,     13,2,19920905,0324,-28.7083, 176.2250, 4189,    600.8,   8.5256,  34.6069,2,  34.6059,2,    201.9,2,    201.8,2,    10.20,2,    21.06,2,     0.00,2,     1.47,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  8.4613,-999.000
     316N138_7,  P14C,    20,  1,     14,     14,2,19920905,0324,-28.7083, 176.2250, 4189,    699.3,   7.5773,  34.5075,2,  34.5049,2,    208.0,2,    208.7,2,    11.97,2,    22.80,2,     0.00,2,     1.58,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  7.5069,-999.000
     316N138_7,  P14C,    20,  1,     15,     15,2,19920905,0324,-28.7083, 176.2250, 4189,    798.2,   6.7904,  34.4493,2,  34.4473,2,    206.8,2,    207.6,2,    16.09,2,    24.81,2,     0.00,2,     1.72,2,    0.399,2,    0.224,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  6.7143,-999.000
     316N138_7,  P14C,    20,  1,     16,     16,2,19920905,0324,-28.7083, 176.2250, 4189,    896.6,   5.9542,  34.4035,2,  34.4032,2,    201.0,2,    202.7,2,    22.38,2,    27.21,2,     0.00,2,     1.88,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.8738,-999.000
     316N138_7,  P14C,    20,  1,     17,     17,2,19920905,0324,-28.7083, 176.2250, 4189,    996.1,   5.3596,  34.3986,2,  34.3977,2,    195.7,2,    194.7,2,    30.45,2,    29.05,2,     0.00,2,     2.00,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.2741,-999.000
     316N138_7,  P14C,    20,  1,     18,     18,2,19920905,0324,-28.7083, 176.2250, 4189,   1096.2,   4.6389,  34.4058,2,  34.4064,2,    183.5,2,    184.6,2,    41.87,2,    31.03,2,     0.00,2,     2.15,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  4.5500,-999.000
     316N138_7,  P14C,    20,  1,     19,     19,2,19920905,0324,-28.7083, 176.2250, 4189,   1195.2,   4.0470,  34.4534,2,  34.4538,2,    175.0,2,    175.7,2,    56.46,2,    32.27,2,     0.00,2,     2.25,2,    0.027,2,    0.020,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.9545,-999.000
     316N138_7,  P14C,    20,  1,     20,     20,2,19920905,0324,-28.7083, 176.2250, 4189,   1294.6,   3.5694,  34.4912,2,  34.4913,2,    168.6,2,    169.0,2,    69.11,2,    33.15,2,     0.00,2,     2.31,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.4728,-999.000
     316N138_7,  P14C,    20,  1,     21,     21,2,19920905,0324,-28.7083, 176.2250, 4189,   1394.9,   3.2078,  34.5348,2,  34.5372,2,    165.0,2,    163.9,2,    81.41,2,    33.82,2,     0.00,2,     2.35,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.1065,-999.000
     316N138_7,  P14C,    20,  1,     38,     38,2,19920905,0324,-28.7083, 176.2250, 4189,   1493.2,   2.9989,  34.5654,2,  34.5662,2,    161.3,2,    160.2,2,    89.98,2,    33.99,2,     0.00,2,     2.37,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.8917,-999.000
